Business_name,positive,negative,factual,opinion,summary1,summary2,summary3
American Thrift Center,51.01574183,48.98425817,48.2420307,51.7579693,"- American thrift center is located in west Mifflin, California",- the clothing selection and shoe selection is the real gem here,- there is a $20 minimum for cards and the employees can be pretty rude.
Action Appliance Services,50.97256216,49.02743784,43.41028416,56.58971584,- action appliance diagnosed a faulty part on my ice maker,- the service person said it would take approximately 1 week for the part to come in,- when I called the woman was rude and said it was my fault.
Art of Steel,50.92987089,49.07012911,42.4490275,57.5509725,- a clerk popped up from under the counter and said something like 'you can just ignore me back here' a woman popped up from under the counter and helped a woman and her husband,"- since she'd bought 8–10 stones, she wasn't going to take the time.",
#1 Cochran Monroeville Collision Center,50.79298992,49.20701008,48.36054422,51.63945578,- Cochran collision center has made me never ever want to buy another car from them again,- when I received the car back the trim was all wrong the heater did not work and one headlight did not work,- when I received the car back the windshield wiper fluid container leaks.
A.R Building,50.59328753,49.40671247,43.17036646,56.82963354,"- reviews: bad management, snow plowing, trash all over the property and overflowing trash compactor",- two friends paid for monthly parking in this lot and still got towed,- office seems to have forgotten what posted business hours mean.
All-Clad Metalcrafters,50.34343539,49.65656461,49.00592753,50.99407247,- a non-stick Dutch oven turned out to be poorly made and was peeling terribly,"- weeks later, All Clad sent us a cheep, low quality replacement, a $95 value item","- ""tom"" offered to take the replacement item back and issue us a voucher of $100."
Aspen Dental,50.05869985,49.94130015,49.40123457,50.59876543,- cnn.com's Jarrett Bellini gives a 0-star rating to aspen dental,"- Bellini: ""this is my experience",- maybe it won't happen on u
America's Best Value Inn,50.00319665,49.99680335,49.70458554,50.29541446,"- the bed was like laying in a field, so bumpy, hard and worn down to the nub","- the desk in the room had giant burn marks on it and the bathtub was dingy, stained and old",- breakfast was a Sam's Club mini muffin.
Absolute Safeguard,49.34100877,50.65899123,43.52005013,56.47994987,- Safeguard performs a very superficial inspection that in no way will jeopardize the sale,- here's a short list of things they missed on my house: 1,- Carpenter bee infestation
Aegis Realty Partners,49.0135992,50.9864008,45.63900914,54.36099086,"- reviewer: ""this is literally the worst company I've ever dealt with"" ""they are awful at communication, they stay in breach of the lease, and they are non-compliant"" ""they will completely abandon you once it comes time for you to get something""",,
ABC Glass & Mirror,48.48263889,51.51736111,43.06597222,56.93402778,"- I paid up front, and they forgot to leave my window outside where they promised","- I called the emergency line, no answer, leave message, no call back",- NO WINDOW
Air Pro Heating & Cooling,48.38784271,51.61215729,37.54117364,62.45882636,"- john Avalon: if your employees are back ends of horses on the highway, they will be back ends of horses in my house",- Avalon: Terrible,- Terrible
Allegheny Imaging of McCandless Llc,48.29327526,51.70672474,46.77624349,53.22375651,"- reviewer: ""I was sent here in 2013 after my doctor had a hard time finding a heartbeat on Doppler",- I was sent here after my doctor had a hard time finding a heartbeat on Doppler,- I was sent here in 2013 after my doctor had a hard time finding a heartbeat on Doppler.
Appliance Service Center,48.1307616,51.8692384,49.31074481,50.68925519,- reviewer was charged $278.14 for a 30-minute call for a service call on both appliances,- he was shocked at the price of being charged for a service call on both appliances,- he told me my washer just needed to be cleaned!
Authentic Pizzeria & Deli,47.92308897,52.07691103,52.87406015,47.12593985,- authentic pizza was voted the best in the trip on several categories,- the pizza itself was just plain bad,- the crust was a bit chewy and had absolutely no flavor whatsoever
Advanced Pain Medicine,47.91666667,52.08333333,54.93055556,45.06944444,- reviewer went in for her first appointment for leg and back pain,"- ""this place is so unprofessional","- I had a real uneasy feeling as soon as I got there"" ""the staff is ""RUDE"", the doctors seem to care but once in two years, the PA is good"""
Altvater's Auto Sales,47.45775463,52.54224537,58.42824074,41.57175926,- reviews: unbelievably horrible attitude from atrocious woman in charge at front desk,- I bought a car with a promise there was nothing wrong with the engine,- I lost jobs and rental car fees due to them taking over a week to put a radiation on.
Affordable Lawn Care,47.18790219,52.81209781,40.81724582,59.18275418,- I purchased a Living Social deal for 4 weeks of landscaping and was told they couldn't get me on the schedule in June,"- I've emailed multiple times with no answer, and when they finally replied it was the day before",- I purchased a Groupon for lawn aeration
Aires,46.77251984,53.22748016,46.71210317,53.28789683,"- Airs is a full service relocation company that handles corporate relocation, expense management, home finding, mortgage, closings from beginning to end",- if you're moving it's easier to just call a moving company yourself and handle the details yourself,- if you're moving it's easier to just call a moving company yourself and handle the details yourself.
Amore Limousines,46.17307692,53.82692308,47.91987179,52.08012821,- reviewer's 80-year-old grandmother had symptoms common to heat stroke,- she rented a 56-passenger motor coach and a 10-passenger limo from More Limousine,- the company never even once called to apologize about this incident after the wedding.
Alco Parking,44.76004464,55.23995536,53.60720009,46.39279991,- reviewer: this is the worst parking company ever,- I hate this company....HATE,- + they spray the stairwells with something that smells like bleach to clean things
Ace Thrift Supply,44.48896863,55.51103137,42.9040404,57.0959596,- if I could give ZERO stars I would,- Terrible customer service,- manager refused to exchange an unusable item the day after it was purchased
"ADT Security Services, Inc.",43.14885567,56.85114433,51.30915467,48.69084533,- reviewer: ADT is terrible,- I would not get this service ever,- robbers ripped the battery off the wall and threw it across the room
AGH Suburban,42.76081124,57.23918876,52.50781626,47.49218374,"- check your bills and don't be surprised if you get a bill for an ""upcharge"" in a year",- don't patronize Dr,- Jan Se ski medical director of this health network
Al Nail Salon,41.85712525,58.14287475,52.7399737,47.2600263,- I've been to terrible places with no customer service and terrible customer interaction,- I've been to terrible places with no customer service and terrible customer interaction,- I've been to terrible places with no customer service and terrible customer interaction.
Able Laundromaxx,39.11931818,60.88068182,57.5,42.5,"- the laundromat is always dirty, garbage on the floor or puddles of dirty water under the machines",- there is never paper or pens in the little mailbox so you can write notes to warn others about things out of order,- the dryer did not work and ate all of my quarters.
Artrageous Embroidery,35.70175439,64.29824561,63.28947368,36.71052632,- reviews: absolutely disgrace of a company,- the shirts we received did not have the correct text as requested,- the same design produced on the same computer looked awful on a different type of shirt
